0.000000 , 1141.000000
4.233333 , 232.000000
8.466667 , 136.000000
12.700000 , 210.000000
16.933333 , 1065.000000
21.166667 , 99.000000
25.400000 , 81.000000
29.633333 , 36.000000
33.866667 , 49.000000
38.100000 , 151.000000
42.333333 , 4.000000
46.566667 , 19.000000
50.800000 , 58.000000
55.033333 , 58.000000
59.266667 , 126.000000
63.500000 , 9.000000
67.733333 , 91.000000
71.966667 , 54.000000
76.200000 , 19.000000
80.433333 , 1.000000
84.666667 , 174.000000
88.900000 , 85.000000
93.133333 , 89.000000
97.366667 , 116.000000
101.600000 , 159.000000
105.833333 , 1470.000000
110.066667 , 855.000000
114.300000 , 106351.000000
118.533333 , 18445.000000
122.766667 , 153098.000000
127.000000 , 1279.000000
131.233333 , 8532.000000
135.466667 , 1700.000000
139.700000 , 899.000000
143.933333 , 3228.000000
148.166667 , 193.000000
152.400000 , 540.000000
156.633333 , 1850.000000
160.866667 , 138.000000
165.100000 , 14.000000
169.333333 , 661.000000
173.566667 , 59.000000
177.800000 , 207.000000
182.033333 , 174.000000
186.266667 , 151.000000
190.500000 , 624.000000
194.733333 , 183.000000
198.966667 , 70.000000
203.200000 , 105.000000
207.433333 , 6.000000
211.666667 , 1091.000000
215.900000 , 43.000000
220.133333 , 95.000000
224.366667 , 248.000000
228.600000 , 85.000000
232.833333 , 214.000000
237.066667 , 109.000000
241.300000 , 67.000000
245.533333 , 104.000000
249.766667 , 50.000000
